"pridelek";"Regija";"leto";"Kolicina"
"Koruza";"Koroška";"2017";7,3
"Koruza";"Koroška";"2018";9,2
"Koruza";"Koroška";"2019";8,7
"Koruza";"Savinjska";"2010";6,9
"Koruza";"Savinjska";"2011";6,3
"Koruza";"Savinjska";"2012";7,2
"Koruza";"Savinjska";"2013";4,4
"Koruza";"Savinjska";"2014";8,1
"Koruza";"Savinjska";"2015";7,9
"Koruza";"Savinjska";"2016";8
"Koruza";"Savinjska";"2017";5,2
"Koruza";"Savinjska";"2018";7,1
"Koruza";"Savinjska";"2019";6,6
"Koruza";"Zasavska";"2010";3,9
"Koruza";"Zasavska";"2011";4,1
"Koruza";"Zasavska";"2012";3,3
"Koruza";"Zasavska";"2013";2,8
"Koruza";"Zasavska";"2014";4,3
"Koruza";"Zasavska";"2015";5
"Koruza";"Zasavska";"2016";4,8
"Koruza";"Zasavska";"2017";3,9
"Koruza";"Zasavska";"2018";4,6
"Koruza";"Zasavska";"2019";4,7
"Koruza";"Posavska";"2010";7,6
"Koruza";"Posavska";"2011";5,6
"Koruza";"Posavska";"2012";5,5
"Koruza";"Posavska";"2013";4,4
"Koruza";"Posavska";"2014";9
"Koruza";"Posavska";"2015";8,9
"Koruza";"Posavska";"2016";9,8
"Koruza";"Posavska";"2017";5,4
"Koruza";"Posavska";"2018";9,6
"Koruza";"Posavska";"2019";9,8
"Koruza";"Jugovzhodna Slovenija";"2010";7,4
"Koruza";"Jugovzhodna Slovenija";"2011";8,1
"Koruza";"Jugovzhodna Slovenija";"2012";6,3
"Koruza";"Jugovzhodna Slovenija";"2013";4,9
"Koruza";"Jugovzhodna Slovenija";"2014";9,1
"Koruza";"Jugovzhodna Slovenija";"2015";8,7
"Koruza";"Jugovzhodna Slovenija";"2016";10
"Koruza";"Jugovzhodna Slovenija";"2017";5,9
"Koruza";"Jugovzhodna Slovenija";"2018";10
"Koruza";"Jugovzhodna Slovenija";"2019";8,8
"Koruza";"Osrednjeslovenska";"2010";6,8
"Koruza";"Osrednjeslovenska";"2011";7,4
"Koruza";"Osrednjeslovenska";"2012";6,4
"Koruza";"Osrednjeslovenska";"2013";5,2
"Koruza";"Osrednjeslovenska";"2014";8,1
"Koruza";"Osrednjeslovenska";"2015";7,1
"Koruza";"Osrednjeslovenska";"2016";7
"Koruza";"Osrednjeslovenska";"2017";6,3
"Koruza";"Osrednjeslovenska";"2018";6,8
"Koruza";"Osrednjeslovenska";"2019";6,7
"Koruza";"Gorenjska";"2010";8,7
"Koruza";"Gorenjska";"2011";9,3
"Koruza";"Gorenjska";"2012";7,7
"Koruza";"Gorenjska";"2013";5,4
"Koruza";"Gorenjska";"2014";8,9
"Koruza";"Gorenjska";"2015";9,5
"Koruza";"Gorenjska";"2016";9,4
"Koruza";"Gorenjska";"2017";9
"Koruza";"Gorenjska";"2018";9,6
"Koruza";"Gorenjska";"2019";8,7
"Koruza";"Primorsko-notranjska";"2010";7,3
"Koruza";"Primorsko-notranjska";"2011";7
"Koruza";"Primorsko-notranjska";"2012";3,9
"Koruza";"Primorsko-notranjska";"2013";5,5
"Koruza";"Primorsko-notranjska";"2014";7,2
"Koruza";"Primorsko-notranjska";"2015";7,4
"Koruza";"Primorsko-notranjska";"2016";7,3
"Koruza";"Primorsko-notranjska";"2017";5,1
"Koruza";"Primorsko-notranjska";"2018";8
"Koruza";"Primorsko-notranjska";"2019";7,9
"Koruza";"Goriška";"2010";8,8
"Koruza";"Goriška";"2011";8,4
"Koruza";"Goriška";"2012";2,5
"Koruza";"Goriška";"2013";2,8
"Koruza";"Goriška";"2014";9,4
"Koruza";"Goriška";"2015";7,7
"Koruza";"Goriška";"2016";6,3
"Koruza";"Goriška";"2017";6,6
"Koruza";"Goriška";"2018";9
"Koruza";"Goriška";"2019";5,1
"Koruza";"Obalno-kraška";"2010";6,5
"Koruza";"Obalno-kraška";"2011";6,2
"Koruza";"Obalno-kraška";"2012";2,8
"Koruza";"Obalno-kraška";"2013";3,9
"Koruza";"Obalno-kraška";"2014";6,1
"Koruza";"Obalno-kraška";"2015";5,7
"Koruza";"Obalno-kraška";"2016";4,6
"Koruza";"Obalno-kraška";"2017";4,2
"Koruza";"Obalno-kraška";"2018";6,4
"Koruza";"Obalno-kraška";"2019";5,7
"Koruza";"Pomurska";"2010";46,8
"Koruza";"Pomurska";"2011";68,1
"Koruza";"Pomurska";"2012";38
"Koruza";"Pomurska";"2013";30,6
"Koruza";"Pomurska";"2014";47,7
"Koruza";"Pomurska";"2015";45,9
"Koruza";"Pomurska";"2016";49,6
"Koruza";"Pomurska";"2017";38,5
"Koruza";"Pomurska";"2018";47,2
"Koruza";"Pomurska";"2019";49,8
"Koruza";"Podravska";"2010";45,2
"Koruza";"Podravska";"2011";45,7
"Koruza";"Podravska";"2012";39,7
"Koruza";"Podravska";"2013";32,5
"Koruza";"Podravska";"2014";46,1
"Koruza";"Podravska";"2015";51
"Koruza";"Podravska";"2016";49,5
"Koruza";"Podravska";"2017";41,7
"Koruza";"Podravska";"2018";50,8
"Koruza";"Podravska";"2019";47,5
"Koruza";"Koroška";"2010";41,3
"Koruza";"Koroška";"2011";41,7
"Koruza";"Koroška";"2012";40,6
"Koruza";"Koroška";"2013";28,4
"Koruza";"Koroška";"2014";42
"Koruza";"Koroška";"2015";44,2
"Koruza";"Koroška";"2016";45,6
"Koruza";"Koroška";"2017";43
"Koruza";"Koroška";"2018";45,4
"Koruza";"Koroška";"2019";45,6
"Koruza";"Savinjska";"2010";40,7
"Koruza";"Savinjska";"2011";40,7
"Koruza";"Savinjska";"2012";36,7
"Koruza";"Savinjska";"2013";26,1
"Koruza";"Savinjska";"2014";48,3
"Koruza";"Savinjska";"2015";49,3
"Koruza";"Savinjska";"2016";50,3
"Koruza";"Savinjska";"2017";36,7
"Koruza";"Savinjska";"2018";46,9
"Koruza";"Savinjska";"2019";45,6
"Koruza";"Zasavska";"2010";38,6
"Koruza";"Zasavska";"2011";39,7
"Koruza";"Zasavska";"2012";34,7
"Koruza";"Zasavska";"2013";31,1
"Koruza";"Zasavska";"2014";44,6
"Koruza";"Zasavska";"2015";47,2
"Koruza";"Zasavska";"2016";38,1
"Koruza";"Zasavska";"2017";33,1
"Koruza";"Zasavska";"2018";41
"Koruza";"Zasavska";"2019";40,6
"Koruza";"Posavska";"2010";40,7
"Koruza";"Posavska";"2011";28,8
"Koruza";"Posavska";"2012";30
"Koruza";"Posavska";"2013";26,8
"Koruza";"Posavska";"2014";43,8
"Koruza";"Posavska";"2015";47,9
"Koruza";"Posavska";"2016";47,5
"Koruza";"Posavska";"2017";28,6
"Koruza";"Posavska";"2018";48,8
"Koruza";"Posavska";"2019";51,1
"Koruza";"Jugovzhodna Slovenija";"2010";40,5
"Koruza";"Jugovzhodna Slovenija";"2011";42,6
"Koruza";"Jugovzhodna Slovenija";"2012";35,1
"Koruza";"Jugovzhodna Slovenija";"2013";21,9
"Koruza";"Jugovzhodna Slovenija";"2014";47,8
"Koruza";"Jugovzhodna Slovenija";"2015";47,4
"Koruza";"Jugovzhodna Slovenija";"2016";49,4
"Koruza";"Jugovzhodna Slovenija";"2017";29,3
"Koruza";"Jugovzhodna Slovenija";"2018";48,3
"Koruza";"Jugovzhodna Slovenija";"2019";42,3
"Koruza";"Osrednjeslovenska";"2010";45,1
"Koruza";"Osrednjeslovenska";"2011";47,9
"Koruza";"Osrednjeslovenska";"2012";43,2
"Koruza";"Osrednjeslovenska";"2013";34
"Koruza";"Osrednjeslovenska";"2014";49,5
"Koruza";"Osrednjeslovenska";"2015";51,4
"Koruza";"Osrednjeslovenska";"2016";50,4
"Koruza";"Osrednjeslovenska";"2017";45,7
"Koruza";"Osrednjeslovenska";"2018";50,1
"Koruza";"Osrednjeslovenska";"2019";49,5
"Koruza";"Gorenjska";"2010";48,5
"Koruza";"Gorenjska";"2011";51
"Koruza";"Gorenjska";"2012";47,2
"Koruza";"Gorenjska";"2013";35,6
"Koruza";"Gorenjska";"2014";52,7
"Koruza";"Gorenjska";"2015";51,8
"Koruza";"Gorenjska";"2016";53,6
"Koruza";"Gorenjska";"2017";53,2
"Koruza";"Gorenjska";"2018";50,9
"Koruza";"Gorenjska";"2019";52,2
"Koruza";"Primorsko-notranjska";"2010";44,3
"Koruza";"Primorsko-notranjska";"2011";40,5
"Koruza";"Primorsko-notranjska";"2012";23,9
"Koruza";"Primorsko-notranjska";"2013";31
"Koruza";"Primorsko-notranjska";"2014";46,3
"Koruza";"Primorsko-notranjska";"2015";44,1
"Koruza";"Primorsko-notranjska";"2016";40,3
"Koruza";"Primorsko-notranjska";"2017";31,9
"Koruza";"Primorsko-notranjska";"2018";40,4
"Koruza";"Primorsko-notranjska";"2019";45,1
"Koruza";"Goriška";"2010";39,5
"Koruza";"Goriška";"2011";40,2
"Koruza";"Goriška";"2012";14,4
"Koruza";"Goriška";"2013";18,9
"Koruza";"Goriška";"2014";37,9
"Koruza";"Goriška";"2015";34,3
"Koruza";"Goriška";"2016";27,4
"Koruza";"Goriška";"2017";25,6
"Koruza";"Goriška";"2018";32,8
"Koruza";"Goriška";"2019";20,5
"Koruza";"Obalno-kraška";"2010";44
"Koruza";"Obalno-kraška";"2011";52
"Koruza";"Obalno-kraška";"2012";38
"Koruza";"Obalno-kraška";"2013";32
"Koruza";"Obalno-kraška";"2014";47
"Koruza";"Obalno-kraška";"2015";45
"Koruza";"Obalno-kraška";"2016";40
"Koruza";"Obalno-kraška";"2017";35
"Koruza";"Obalno-kraška";"2018";43
"Koruza";"Obalno-kraška";"2019";30
"Krompir";"Pomurska";"2010";26,9
"Krompir";"Pomurska";"2011";29,3
"Krompir";"Pomurska";"2012";23,2
"Krompir";"Pomurska";"2013";19,9
"Krompir";"Pomurska";"2014";28,9
"Krompir";"Pomurska";"2015";28,7
"Krompir";"Pomurska";"2016";29,7
"Krompir";"Pomurska";"2017";23
"Krompir";"Pomurska";"2018";26,8
"Krompir";"Pomurska";"2019";28,2
"Krompir";"Podravska";"2010";24,4
"Krompir";"Podravska";"2011";25,6
"Krompir";"Podravska";"2012";23,9
"Krompir";"Podravska";"2013";19,9
"Krompir";"Podravska";"2014";24,7
"Krompir";"Podravska";"2015";27,9
"Krompir";"Podravska";"2016";26,5
"Krompir";"Podravska";"2017";24
"Krompir";"Podravska";"2018";26,5
"Krompir";"Podravska";"2019";25,9
"Krompir";"Koroška";"2010";19
"Krompir";"Koroška";"2011";19,5
"Krompir";"Koroška";"2012";19
"Krompir";"Koroška";"2013";17
"Krompir";"Koroška";"2014";20,5
"Krompir";"Koroška";"2015";23,7
"Krompir";"Koroška";"2016";23,9
"Krompir";"Koroška";"2017";26,3
"Krompir";"Koroška";"2018";25,5
"Krompir";"Koroška";"2019";24,2
"Krompir";"Savinjska";"2010";22,7
"Krompir";"Savinjska";"2011";23,6
"Krompir";"Savinjska";"2012";22,3
"Krompir";"Savinjska";"2013";16,5
"Krompir";"Savinjska";"2014";25,1
"Krompir";"Savinjska";"2015";26,2
"Krompir";"Savinjska";"2016";25,2
"Krompir";"Savinjska";"2017";23
"Krompir";"Savinjska";"2018";21,3
"Krompir";"Savinjska";"2019";18,4
"Krompir";"Zasavska";"2010";16,4
"Krompir";"Zasavska";"2011";18,6
"Krompir";"Zasavska";"2012";17,2
"Krompir";"Zasavska";"2013";20,7
"Krompir";"Zasavska";"2014";18,3
"Krompir";"Zasavska";"2015";20,7
"Krompir";"Zasavska";"2016";19,6
"Krompir";"Zasavska";"2017";18,1
"Krompir";"Zasavska";"2018";18,5
"Krompir";"Zasavska";"2019";15,9
"Krompir";"Posavska";"2010";21,8
"Krompir";"Posavska";"2011";24,3
"Krompir";"Posavska";"2012";24,3
"Krompir";"Posavska";"2013";21,6
"Krompir";"Posavska";"2014";30,1
"Krompir";"Posavska";"2015";30,7
"Krompir";"Posavska";"2016";29,6
"Krompir";"Posavska";"2017";20,7
"Krompir";"Posavska";"2018";28,1
"Krompir";"Posavska";"2019";25,4
"Krompir";"Jugovzhodna Slovenija";"2010";21
"Krompir";"Jugovzhodna Slovenija";"2011";24,2
"Krompir";"Jugovzhodna Slovenija";"2012";23,9
"Krompir";"Jugovzhodna Slovenija";"2013";15,4
"Krompir";"Jugovzhodna Slovenija";"2014";27,3
"Krompir";"Jugovzhodna Slovenija";"2015";26,4
"Krompir";"Jugovzhodna Slovenija";"2016";24,6
"Krompir";"Jugovzhodna Slovenija";"2017";19,7
"Krompir";"Jugovzhodna Slovenija";"2018";23,2
"Krompir";"Jugovzhodna Slovenija";"2019";19,6
"Krompir";"Osrednjeslovenska";"2010";25,1
"Krompir";"Osrednjeslovenska";"2011";27
"Krompir";"Osrednjeslovenska";"2012";24,6
"Krompir";"Osrednjeslovenska";"2013";20,2
"Krompir";"Osrednjeslovenska";"2014";26
"Krompir";"Osrednjeslovenska";"2015";27,5
"Krompir";"Osrednjeslovenska";"2016";27,2
"Krompir";"Osrednjeslovenska";"2017";25,9
"Krompir";"Osrednjeslovenska";"2018";28,1
"Krompir";"Osrednjeslovenska";"2019";24,5
"Krompir";"Gorenjska";"2010";27,4
"Krompir";"Gorenjska";"2011";29,5
"Krompir";"Gorenjska";"2012";25,9
"Krompir";"Gorenjska";"2013";18,4
"Krompir";"Gorenjska";"2014";29,5
"Krompir";"Gorenjska";"2015";29,5
"Krompir";"Gorenjska";"2016";30,4
"Krompir";"Gorenjska";"2017";29,6
"Krompir";"Gorenjska";"2018";27,3
"Krompir";"Gorenjska";"2019";26,4
"Krompir";"Primorsko-notranjska";"2010";26,5
"Krompir";"Primorsko-notranjska";"2011";27,9
"Krompir";"Primorsko-notranjska";"2012";21,9
"Krompir";"Primorsko-notranjska";"2013";22,1
"Krompir";"Primorsko-notranjska";"2014";30,8
"Krompir";"Primorsko-notranjska";"2015";25,4
"Krompir";"Primorsko-notranjska";"2016";26,4
"Krompir";"Primorsko-notranjska";"2017";25,6
"Krompir";"Primorsko-notranjska";"2018";25,9
"Krompir";"Primorsko-notranjska";"2019";22,8
"Krompir";"Goriška";"2010";26,6
"Krompir";"Goriška";"2011";29,3
"Krompir";"Goriška";"2012";19,7
"Krompir";"Goriška";"2013";18,2
"Krompir";"Goriška";"2014";27,2
"Krompir";"Goriška";"2015";26,8
"Krompir";"Goriška";"2016";25,2
"Krompir";"Goriška";"2017";25
"Krompir";"Goriška";"2018";27,8
"Krompir";"Goriška";"2019";19,9
"Krompir";"Obalno-kraška";"2010";23,1
"Krompir";"Obalno-kraška";"2011";22,7
"Krompir";"Obalno-kraška";"2012";15,1
"Krompir";"Obalno-kraška";"2013";15,7
"Krompir";"Obalno-kraška";"2014";22,6
"Krompir";"Obalno-kraška";"2015";21,1
"Krompir";"Obalno-kraška";"2016";20,2
"Krompir";"Obalno-kraška";"2017";17,6
"Krompir";"Obalno-kraška";"2018";23,4
"Krompir";"Obalno-kraška";"2019";19,9
"Buče";"Pomurska";"2010";0,6
"Buče";"Pomurska";"2011";0,7
"Buče";"Pomurska";"2012";0,6
"Buče";"Pomurska";"2013";0,5
"Buče";"Pomurska";"2014";0,5
"Buče";"Pomurska";"2015";0,7
"Buče";"Pomurska";"2016";0,8
"Buče";"Pomurska";"2017";0,6
"Buče";"Pomurska";"2018";0,7
"Buče";"Pomurska";"2019";0,6
"Buče";"Podravska";"2010";0,6
"Buče";"Podravska";"2011";0,6
"Buče";"Podravska";"2012";0,5
"Buče";"Podravska";"2013";0,4
"Buče";"Podravska";"2014";0,6
"Buče";"Podravska";"2015";0,7
"Buče";"Podravska";"2016";0,7
"Buče";"Podravska";"2017";0,5
"Buče";"Podravska";"2018";0,8
"Buče";"Podravska";"2019";0,6
"Buče";"Koroška";"2010";0,8
"Buče";"Koroška";"2011";0,7
"Buče";"Koroška";"2012";0,7
"Buče";"Koroška";"2013";0,3
"Buče";"Koroška";"2014";0,4
"Buče";"Koroška";"2015";0,4
"Buče";"Koroška";"2016";0,4
"Buče";"Koroška";"2017";0,3
"Buče";"Koroška";"2018";0,5
"Buče";"Koroška";"2019";0,4
"Buče";"Savinjska";"2010";0,6
"Buče";"Savinjska";"2011";1
"Buče";"Savinjska";"2012";0,8
"Buče";"Savinjska";"2013";0,4
"Buče";"Savinjska";"2014";0,9
"Buče";"Savinjska";"2015";1
"Buče";"Savinjska";"2016";1,1
"Buče";"Savinjska";"2017";0,8
"Buče";"Savinjska";"2018";1
"Buče";"Savinjska";"2019";0,8
"Buče";"Zasavska";"2015";0,7
"Buče";"Zasavska";"2016";0,8
"Buče";"Zasavska";"2017";0,6
"Buče";"Zasavska";"2018";0,8
"Buče";"Zasavska";"2019";0,6
"Buče";"Posavska";"2010";0,7
"Buče";"Posavska";"2011";0,7
"Buče";"Posavska";"2012";0,5
"Buče";"Posavska";"2013";0,5
"Buče";"Posavska";"2014";0,5
"Buče";"Posavska";"2015";0,6
"Buče";"Posavska";"2016";0,5
"Buče";"Posavska";"2017";0,5
"Buče";"Posavska";"2018";0,8
"Buče";"Posavska";"2019";0,8
"Buče";"Jugovzhodna Slovenija";"2010";0,7
"Buče";"Jugovzhodna Slovenija";"2011";0,4
"Buče";"Jugovzhodna Slovenija";"2012";0,4
"Buče";"Jugovzhodna Slovenija";"2013";0,1
"Buče";"Jugovzhodna Slovenija";"2014";0,3
"Buče";"Jugovzhodna Slovenija";"2015";0,5
"Buče";"Jugovzhodna Slovenija";"2016";0,6
"Buče";"Jugovzhodna Slovenija";"2017";0,6
"Buče";"Jugovzhodna Slovenija";"2018";1
"Buče";"Jugovzhodna Slovenija";"2019";1,2
"Buče";"Osrednjeslovenska";"2010";0,7
"Buče";"Osrednjeslovenska";"2011";0,7
"Buče";"Osrednjeslovenska";"2012";0,5
"Buče";"Osrednjeslovenska";"2013";0,4
"Buče";"Osrednjeslovenska";"2014";0,5
"Buče";"Osrednjeslovenska";"2015";0,9
"Buče";"Osrednjeslovenska";"2016";1,2
"Buče";"Osrednjeslovenska";"2017";0,8
"Buče";"Osrednjeslovenska";"2018";0,7
"Buče";"Osrednjeslovenska";"2019";0,7
"Buče";"Gorenjska";"2010";0,7
"Buče";"Gorenjska";"2011";0,7
"Buče";"Gorenjska";"2012";0,5
"Buče";"Gorenjska";"2013";0,5
"Buče";"Gorenjska";"2014";0,6
"Buče";"Gorenjska";"2015";0,7
"Buče";"Gorenjska";"2016";0,8
"Buče";"Gorenjska";"2017";0,6
"Buče";"Gorenjska";"2018";0,8
"Buče";"Gorenjska";"2019";0,6
"Buče";"Primorsko-notranjska";"2010";0,7
"Buče";"Primorsko-notranjska";"2011";0,7
"Buče";"Primorsko-notranjska";"2012";0,5
"Buče";"Primorsko-notranjska";"2013";0,5
"Buče";"Primorsko-notranjska";"2014";0,6
"Buče";"Primorsko-notranjska";"2015";0,7
"Buče";"Primorsko-notranjska";"2016";0,8
"Buče";"Primorsko-notranjska";"2017";0,6
"Buče";"Primorsko-notranjska";"2018";0,8
"Buče";"Primorsko-notranjska";"2019";0,6
"Buče";"Goriška";"2011";0,7
"Buče";"Goriška";"2012";0,5
"Buče";"Goriška";"2013";0,5
"Buče";"Goriška";"2014";0,6
"Buče";"Goriška";"2015";0,7
"Buče";"Goriška";"2016";0,8
"Buče";"Goriška";"2017";0,6
"Buče";"Goriška";"2018";0,8
"Buče";"Goriška";"2019";0,6
"Buče";"Obalno-kraška";"2010";0,7
"Buče";"Obalno-kraška";"2011";0,7
"Buče";"Obalno-kraška";"2012";0,6
"Buče";"Obalno-kraška";"2013";0,3
"Buče";"Obalno-kraška";"2014";0,8
"Buče";"Obalno-kraška";"2015";0,2
"Buče";"Obalno-kraška";"2016";0,5
"Buče";"Obalno-kraška";"2017";0,5
"Buče";"Obalno-kraška";"2018";0,4
"Buče";"Obalno-kraška";"2019";0,4
"Repica";"Pomurska";"2010";3
"Repica";"Pomurska";"2011";2,9
"Repica";"Pomurska";"2012";3,3
"Repica";"Pomurska";"2013";2
"Repica";"Pomurska";"2014";3,4
"Repica";"Pomurska";"2015";1,8
"Repica";"Pomurska";"2016";2,9
"Repica";"Pomurska";"2017";2,4
"Repica";"Pomurska";"2018";2
"Repica";"Pomurska";"2019";3,1
"Repica";"Podravska";"2010";2,9
"Repica";"Podravska";"2011";3,1
"Repica";"Podravska";"2012";3,3
"Repica";"Podravska";"2013";3,2
"Repica";"Podravska";"2014";4
"Repica";"Podravska";"2015";2,5
"Repica";"Podravska";"2016";2,6
"Repica";"Podravska";"2017";3,2
"Repica";"Podravska";"2018";2,8
"Repica";"Podravska";"2019";2,7
"Repica";"Koroška";"2010";2,8
"Repica";"Koroška";"2011";0,2
"Repica";"Koroška";"2012";3,1
"Repica";"Koroška";"2013";0,9
"Repica";"Koroška";"2014";0,9
"Repica";"Koroška";"2015";2,1
"Repica";"Koroška";"2016";2,8
"Repica";"Koroška";"2017";2,6
"Repica";"Koroška";"2018";2,2
"Repica";"Savinjska";"2010";3,2
"Repica";"Savinjska";"2011";3,1
"Repica";"Savinjska";"2012";2,7
"Repica";"Savinjska";"2013";2,7
"Repica";"Savinjska";"2014";3,6
"Repica";"Savinjska";"2015";2,9
"Repica";"Savinjska";"2016";2,3
"Repica";"Savinjska";"2017";2,5
"Repica";"Savinjska";"2018";2,1
"Repica";"Savinjska";"2019";3
"Repica";"Zasavska";"2013";2,2
"Repica";"Zasavska";"2017";2,7
"Repica";"Posavska";"2010";2,3
"Repica";"Posavska";"2011";2,7
"Repica";"Posavska";"2012";3
"Repica";"Posavska";"2013";2,5
"Repica";"Posavska";"2014";3,1
"Repica";"Posavska";"2015";2,7
"Repica";"Posavska";"2016";2,7
"Repica";"Posavska";"2017";2,2
"Repica";"Posavska";"2018";2,5
"Repica";"Posavska";"2019";2,7
"Repica";"Jugovzhodna Slovenija";"2010";2,4
"Repica";"Jugovzhodna Slovenija";"2011";2,4
"Repica";"Jugovzhodna Slovenija";"2012";2
"Repica";"Jugovzhodna Slovenija";"2013";2,3
"Repica";"Jugovzhodna Slovenija";"2014";3,4
"Repica";"Jugovzhodna Slovenija";"2015";3
"Repica";"Jugovzhodna Slovenija";"2016";2,5
"Repica";"Jugovzhodna Slovenija";"2017";2,6
"Repica";"Jugovzhodna Slovenija";"2018";2,8
"Repica";"Jugovzhodna Slovenija";"2019";2,9
"Repica";"Osrednjeslovenska";"2010";3
"Repica";"Osrednjeslovenska";"2011";3,4
"Repica";"Osrednjeslovenska";"2012";3,6
"Repica";"Osrednjeslovenska";"2013";3,7
"Repica";"Osrednjeslovenska";"2014";3,9
"Repica";"Osrednjeslovenska";"2015";3,4
"Repica";"Osrednjeslovenska";"2016";1,6
"Repica";"Osrednjeslovenska";"2017";2
"Repica";"Osrednjeslovenska";"2018";2
"Repica";"Osrednjeslovenska";"2019";2
"Repica";"Gorenjska";"2010";4,2
"Repica";"Gorenjska";"2011";2,5
"Repica";"Gorenjska";"2012";3,3
"Repica";"Gorenjska";"2013";3,6
"Repica";"Gorenjska";"2014";3,9
"Repica";"Gorenjska";"2015";3
"Repica";"Gorenjska";"2016";2
"Repica";"Gorenjska";"2017";2,6
"Repica";"Gorenjska";"2018";3
"Repica";"Gorenjska";"2019";3
"Repica";"Primorsko-notranjska";"2012";3,1
"Repica";"Primorsko-notranjska";"2018";2,3
"Repica";"Primorsko-notranjska";"2019";2,9
"Repica";"Goriška";"2010";2,8
"Repica";"Goriška";"2011";2,7
"Repica";"Goriška";"2012";3,1
"Repica";"Goriška";"2013";2,2
"Repica";"Goriška";"2015";2,1
"Repica";"Goriška";"2016";2,8
"Repica";"Goriška";"2017";2,6
"Repica";"Goriška";"2018";2,2
"Repica";"Goriška";"2019";3
"Repica";"Obalno-kraška";"2012";3,7
"Repica";"Obalno-kraška";"2013";3,9
"Repica";"Obalno-kraška";"2015";3,2
"Repica";"Obalno-kraška";"2016";1,8
"Repica";"Obalno-kraška";"2017";2,3
"Repica";"Obalno-kraška";"2018";2,4
"Repica";"Obalno-kraška";"2019";2,4
"Hmelj";"Podravska";"2010";0,4
"Hmelj";"Podravska";"2011";1,6
"Hmelj";"Podravska";"2012";1,1
"Hmelj";"Podravska";"2013";1,2
"Hmelj";"Podravska";"2014";1,3
"Hmelj";"Podravska";"2015";0,7
"Hmelj";"Podravska";"2016";1,6
"Hmelj";"Podravska";"2017";1
"Hmelj";"Podravska";"2018";0,9
"Hmelj";"Podravska";"2019";1,4
"Hmelj";"Koroška";"2010";1,9
"Hmelj";"Koroška";"2011";2,1
"Hmelj";"Koroška";"2012";1,7
"Hmelj";"Koroška";"2013";1,6
"Hmelj";"Koroška";"2014";2,1
"Hmelj";"Koroška";"2015";2
"Hmelj";"Koroška";"2016";1,9
"Hmelj";"Koroška";"2017";1,9
"Hmelj";"Koroška";"2018";2,3
"Hmelj";"Koroška";"2019";1,9
"Hmelj";"Savinjska";"2010";1,4
"Hmelj";"Savinjska";"2011";1,5
"Hmelj";"Savinjska";"2012";1,1
"Hmelj";"Savinjska";"2013";0,9
"Hmelj";"Savinjska";"2014";1,7
"Hmelj";"Savinjska";"2015";1,4
"Hmelj";"Savinjska";"2016";1,6
"Hmelj";"Savinjska";"2017";1,3
"Hmelj";"Savinjska";"2018";1,9
"Hmelj";"Savinjska";"2019";1,5
"Hmelj";"Osrednjeslovenska";"2016";1,7
"Trave";"Pomurska";"2010";8,7
"Trave";"Pomurska";"2011";8,4
"Trave";"Pomurska";"2012";6,1
"Trave";"Pomurska";"2013";4,9
"Trave";"Pomurska";"2014";7,7
"Trave";"Pomurska";"2015";7,3
"Trave";"Pomurska";"2016";7,9
"Trave";"Pomurska";"2017";5,6
"Trave";"Pomurska";"2018";7,2
"Trave";"Pomurska";"2019";7,8
"Trave";"Podravska";"2010";8,3
"Trave";"Podravska";"2011";7,7
"Trave";"Podravska";"2012";6
"Trave";"Podravska";"2013";4,7
"Trave";"Podravska";"2014";6,2
"Trave";"Podravska";"2015";7,7
"Trave";"Podravska";"2016";7,8
"Trave";"Podravska";"2017";6,5
"Trave";"Podravska";"2018";8,1
"Trave";"Podravska";"2019";8,9
"Trave";"Koroška";"2010";7,3
"Trave";"Koroška";"2011";7,2
"Trave";"Koroška";"2012";6,8
"Trave";"Koroška";"2013";4,3
"Trave";"Koroška";"2014";6,9
"Trave";"Koroška";"2015";6,4
"Trave";"Koroška";"2016";7,3
"Trave";"Koroška";"2017";6,9
"Trave";"Koroška";"2018";6,8
"Trave";"Koroška";"2019";7,6
"Trave";"Savinjska";"2010";7,9
"Trave";"Savinjska";"2011";7,1
"Trave";"Savinjska";"2012";6,7
"Trave";"Savinjska";"2013";5,2
"Trave";"Savinjska";"2014";7,5
"Trave";"Savinjska";"2015";7,6
"Trave";"Savinjska";"2016";7,7
"Trave";"Savinjska";"2017";5,3
"Trave";"Savinjska";"2018";8,6
"Trave";"Savinjska";"2019";8,4
"Trave";"Zasavska";"2010";4,5
"Trave";"Zasavska";"2011";4,1
"Trave";"Zasavska";"2012";3,6
"Trave";"Zasavska";"2013";3,5
"Trave";"Zasavska";"2014";4,4
"Trave";"Zasavska";"2015";5,7
"Trave";"Zasavska";"2016";5
"Trave";"Zasavska";"2017";3,9
"Trave";"Zasavska";"2018";3,9
"Trave";"Zasavska";"2019";4,1
"Trave";"Posavska";"2010";7
"Trave";"Posavska";"2011";6
"Trave";"Posavska";"2012";5,3
"Trave";"Posavska";"2013";5,4
"Trave";"Posavska";"2014";6,4
"Trave";"Posavska";"2015";7,3
"Trave";"Posavska";"2016";7,6
"Trave";"Posavska";"2017";4,7
"Trave";"Posavska";"2018";6,7
"Trave";"Posavska";"2019";7,9
"Trave";"Jugovzhodna Slovenija";"2010";6,6
"Trave";"Jugovzhodna Slovenija";"2011";7,3
"Trave";"Jugovzhodna Slovenija";"2012";5,4
"Trave";"Jugovzhodna Slovenija";"2013";5,3
